Account ID,Account Age,Total Accrued
12723A,34,14773
12724A,23,5157
12725A,28,10723
12726A,12,534
12727A,34,13549
12728A,31,11864
12729A,31,12877
12730A,32,14750
12731A,22,5497
12732A,15,2118
12733A,28,7303
12734A,29,7827
12735A,15,2362
12736A,15,1507
12737A,25,7103
12738A,25,6889
12739A,22,5134
12740A,29,9218
12741A,14,1337
12742A,34,16883
12743A,28,9444
12744A,20,4514
12745A,34,18486
12746A,29,7971
12747A,12,400
12748A,20,2293
12749A,34,14839
12750A,23,4912
12751A,14,1480
12752A,33,12141
12753A,23,3972
12754A,32,14480
12755A,19,3556
12756A,25,5185
12757A,29,11945
12758A,11,1080
12759A,20,3540
12760A,22,5987
12761A,31,11281
12762A,27,5294
12763A,11,392
12764A,12,1406
12765A,31,13503
12766A,25,6722
12767A,26,5979
12768A,12,1515
12769A,34,14804
12770A,12,1321
12771A,26,8820
12772A,34,15976
12773A,20,2428
12774A,22,3356
12775A,34,11514
12776A,13,703
12777A,19,3482
12778A,28,6052
12779A,20,3211
12780A,34,17661
12781A,18,3224
12782A,35,17786
12783A,15,2273
12784A,14,2006
12785A,20,2933
12786A,11,700
12787A,17,2487
12788A,17,2034
12789A,34,14087
12790A,33,16580
12791A,10,308
12792A,24,5544
12793A,24,3821
12794A,13,1464
12795A,29,8183
12796A,23,4085
12797A,31,11420
12798A,33,14940
12799A,28,6201
12800A,10,902
12801A,28,9872
12802A,17,1439
12803A,29,12124
12804A,26,8962
12805A,26,7973
12806A,35,15582
12807A,35,17021
12808A,19,4130
12809A,15,754
12810A,34,14474
12811A,19,2763
12812A,29,11206
12813A,18,3600
12814A,28,7988
12815A,17,2828
12816A,10,915
12817A,21,3926
12818A,27,5742
12819A,27,6131
12820A,26,4651
12821A,36,19500
12822A,18,1876
12823A,34,17295
12824A,36,14208
12825A,39,21412
12826A,16,2226
12827A,21,2311
12828A,26,5882
12829A,33,16461
12830A,26,8382
12831A,15,2419
12832A,35,17299
12833A,25,5178
12834A,37,16582
12835A,26,8029
12836A,16,2190
12837A,11,407
12838A,10,946
12839A,11,399
12840A,30,11944
12841A,32,10536
12842A,11,262
12843A,13,1100
12844A,32,15061
12845A,33,14541
12846A,29,10285
12847A,17,1607
12848A,33,16258
12849A,14,1698
12850A,26,6551
12851A,33,12860
12852A,22,4768
12853A,14,660
12854A,24,4307
12855A,26,5724
12856A,30,9801
12857A,18,2187
12858A,23,6661
12859A,12,1469
12860A,18,2447
12861A,22,3975
12862A,23,3364
12863A,20,2073
12864A,19,4041
12865A,20,2815
12866A,10,569
12867A,23,5990
12868A,49,47798
12869A,10,339
12870A,21,3761
12871A,39,17819
12872A,12,423
12873A,45,38875
12874A,39,21080
12875A,41,28766
12876A,39,20352
12877A,31,11456
12878A,11,1026
12879A,11,435
12880A,32,14045
12881A,36,20164
12882A,19,2879
12883A,15,2288
12884A,49,47212
12885A,16,1912
12886A,21,3365
12887A,47,38458
12888A,37,16293
12889A,32,11714
12890A,45,35433
12891A,47,36792
12892A,44,34331
12893A,44,33063
12894A,40,21370
12895A,11,443
12896A,45,30278
12897A,45,34470
12898A,50,45450
12899A,45,31155
12900A,15,867
12901A,43,25583
12902A,27,8083
12903A,19,4001
12904A,42,25432
12905A,26,7257
12906A,34,14902
12907A,11,1213
12908A,32,13127
12909A,45,38948
12910A,26,5936
12911A,18,2217
12912A,26,5625
12913A,15,1289
12914A,11,1198
12915A,20,3807
12916A,18,2748
12917A,17,1429
12918A,48,39161
12919A,14,1575
12920A,41,22113
12921A,11,525
12922A,50,44898
12923A,14,1323
12924A,18,2278
12925A,36,14625
12926A,49,50687
12927A,46,40642
12928A,12,1483
12929A,29,8915
12930A,20,3661
12931A,21,3115
12932A,46,37575
12933A,48,39504
12934A,49,42203
12935A,10,603
12936A,26,4646
12937A,32,11983
12938A,18,3430
12939A,32,13164
12940A,46,31116
12941A,47,37577
12942A,23,4305
12943A,21,4976
12944A,10,459
12945A,21,5286
12946A,45,31098
12947A,47,40218
12948A,45,37540
12949A,49,43301
12950A,11,1194
12951A,17,2980
12952A,12,684
12953A,31,12350
12954A,33,10491
12955A,31,12923
12956A,17,2315
12957A,29,8146
12958A,40,19648
12959A,45,35639
12960A,42,25661
12961A,46,32513
12962A,24,4215
12963A,43,34623
12964A,14,1081
12965A,26,4888
12966A,19,3361
12967A,10,207
12968A,30,8826
12969A,24,6704
12970A,44,32488
12971A,22,3028
12972A,13,1158
12973A,47,39576
12974A,25,6738
12975A,19,3779
12976A,34,14297
12977A,37,18640
12978A,13,1399
12979A,34,12654
12980A,27,5295
12981A,49,50271
12982A,23,5149
12983A,23,5075
12984A,37,15784
12985A,44,35836
12986A,37,21751
12987A,14,2035
12988A,17,1217
12989A,24,5802
12990A,19,2871
12991A,15,851
12992A,35,16118
12993A,12,483
12994A,39,22765
12995A,12,1135
12996A,23,5914
12997A,23,6588
12998A,19,3111
12999A,15,851
13000A,41,25155
13001A,50,40425
13002A,29,8607
13003A,11,411
13004A,16,2556
13005A,40,24581
13006A,13,1428
13007A,41,21327
13008A,50,46509
13009A,17,1145
13010A,29,10916
13011A,45,31954
13012A,10,594
13013A,50,41118
13014A,42,24026
13015A,29,8059
13016A,41,26761
13017A,15,1214
13018A,26,5021
13019A,20,2086
13020A,22,4895
13021A,16,1930
13022A,10,724
13023A,24,4398
13024A,33,14050
13025A,26,7238
13026A,40,27741
13027A,26,4831
13028A,39,25810
13029A,18,3285
13030A,34,12621
13031A,36,14352
13032A,44,33853
13033A,19,3988
13034A,37,16017
13035A,34,14504
13036A,38,23857
13037A,25,7898
13038A,42,23608
13039A,44,34154
13040A,24,7351
13041A,25,4636
13042A,14,765
13043A,43,31200
13044A,21,5172
13045A,25,6779
13046A,26,5920
13047A,33,12358
13048A,25,5971
13049A,27,7091
13050A,10,865
13051A,17,3112
13052A,14,1111
13053A,49,40693
13054A,47,38097
13055A,13,821
13056A,49,41183
13057A,19,2642
13058A,29,7293
13059A,29,8642
13060A,46,33580
13061A,26,5248
13062A,27,10075
13063A,32,10386
13064A,14,1880
13065A,46,37630
13066A,30,11816
13067A,28,7919
13068A,39,23486
13069A,16,2838
13070A,32,11516
13071A,10,967
13072A,19,2820
13073A,48,37811
13074A,24,6462
13075A,27,7498
13076A,19,3895
13077A,32,13102
13078A,16,2082
13079A,12,880
13080A,24,4836
13081A,46,31824
13082A,34,15338
13083A,26,8680
13084A,16,1470
13085A,15,767
13086A,20,3140
13087A,12,657
13088A,14,953
13089A,11,866
13090A,17,1479
13091A,15,1356
13092A,18,2043
13093A,14,1978
13094A,12,1471
13095A,10,734
13096A,18,3381
13097A,11,1255
13098A,14,1145
13099A,10,770
13100A,16,1953
13101A,12,1264
13102A,11,654
13103A,18,2685
13104A,14,1111
13105A,10,275
13106A,17,1620
13107A,10,527
13108A,13,1370
13109A,13,1252
13110A,19,3476
13111A,12,915
13112A,12,1361
13113A,14,1472
13114A,11,1117
13115A,10,590
13116A,20,2311
13117A,15,1065
13118A,13,605
13119A,14,1693
13120A,19,2332
13121A,15,1013
13122A,18,1482
13123A,17,2881
13124A,18,2335
13125A,16,1226
13126A,20,3806
13127A,19,3443
13128A,18,2925
13129A,10,741
13130A,11,776
13131A,10,210
13132A,10,614
13133A,11,767
13134A,17,2233
13135A,12,1227
13136A,16,1358
13137A,18,3672
13138A,14,1896
13139A,16,2592
13140A,12,1290
13141A,14,1649
13142A,11,710
13143A,16,2747
13144A,11,1177
13145A,17,2918
13146A,15,902
13147A,15,2395
13148A,18,1624
13149A,12,1023
13150A,10,984
13151A,12,710
13152A,13,898
13153A,31,11428
13154A,23,3376
13155A,28,7269
13156A,16,1182
13157A,35,17468
13158A,23,4828
13159A,28,6490
13160A,19,2998
13161A,32,10829
13162A,27,6789
13163A,14,1750
13164A,33,10941
13165A,32,11056
13166A,35,17052
13167A,14,1512
13168A,33,10348
13169A,25,7317
13170A,14,1718
13171A,19,3897
13172A,26,8669
13173A,28,6152
13174A,14,658
13175A,22,5219
13176A,27,8483
13177A,12,819
13178A,34,17564
13179A,17,1400
13180A,26,5513
13181A,29,8016
13182A,16,1905
13183A,13,1122
13184A,12,1277
13185A,10,447
13186A,14,2106
13187A,13,1264
13188A,33,12110
13189A,22,4683
13190A,15,2072
13191A,30,12554
13192A,24,4066
13193A,21,3306
13194A,13,1290
13195A,11,768
13196A,10,838
13197A,25,7433
13198A,12,724
13199A,26,8493
13200A,12,469
13201A,26,9074
13202A,14,612
13203A,11,884
13204A,31,14194
13205A,43,29998
13206A,46,33656
13207A,17,3047
13208A,11,1115
13209A,38,25021
13210A,33,10682
13211A,17,3030
13212A,22,3551
13213A,23,3673
13214A,36,19790
13215A,19,2149
13216A,34,15485
13217A,12,378
13218A,20,2228
13219A,37,21298
13220A,21,2548
13221A,34,12484
13222A,21,5309
13223A,49,49520
13224A,31,12922
13225A,38,24529
13226A,34,12145
13227A,14,1897
13228A,22,5533
13229A,46,42113
13230A,23,3690
13231A,22,4437
13232A,46,36471
13233A,17,1688
13234A,20,4768
13235A,18,1853
13236A,37,19364
13237A,27,6740
13238A,35,16114
13239A,33,10283
13240A,32,14548
13241A,43,26310
13242A,44,26642
13243A,11,1174
13244A,23,4000
13245A,49,48735
13246A,44,28025
13247A,13,1074
13248A,19,2496
13249A,18,2920
13250A,30,10246
13251A,39,21352
13252A,46,35644
13253A,16,1487
13254A,44,35507
13255A,23,4691
13256A,46,35531
13257A,49,41703
13258A,15,1740
13259A,36,21539
13260A,35,19210
13261A,20,3271
13262A,16,2337
13263A,49,45655
13264A,40,28222
13265A,14,708
13266A,22,3617
13267A,46,33370
13268A,41,29130
13269A,35,17867
13270A,15,816
13271A,23,3566
13272A,47,42760
13273A,27,9799
13274A,33,14769
13275A,29,8376
13276A,16,1514
13277A,39,25721
13278A,50,49505
13279A,10,251
13280A,21,3878
13281A,28,7607
13282A,40,20256
13283A,40,23808
13284A,15,2218
13285A,37,17004
13286A,50,45748
13287A,35,13772
13288A,22,5996
13289A,28,8000
13290A,36,20958
13291A,26,6358
13292A,31,12693
13293A,26,7627
13294A,17,2865
13295A,42,28660
13296A,42,24613
13297A,17,1975
13298A,29,12095
13299A,45,33866
13300A,22,5554
13301A,27,8599
13302A,27,6141
13303A,32,11067
13304A,44,36504
13305A,33,13680
13306A,47,42100
13307A,20,2836
13308A,12,1465
13309A,15,2293
13310A,42,23979
13311A,28,7355
13312A,38,21842
13313A,49,51218
13314A,45,39997
13315A,36,21492
13316A,11,1195
13317A,40,22517
13318A,28,8096
13319A,31,11293
13320A,34,14720
13321A,35,18320
13322A,39,21711
13323A,48,40436
13324A,23,5168
13325A,41,30854
13326A,49,45235
13327A,46,34534
13328A,40,19849
13329A,32,11186
13330A,28,10354
13331A,10,632
13332A,27,8500
13333A,14,1399
13334A,41,24335
13335A,48,37408
13336A,18,2449
13337A,39,25451
13338A,18,3352
13339A,34,17503
13340A,44,29085
13341A,34,18025
13342A,25,5523
13343A,28,7860
13344A,47,37513
13345A,30,7702
13346A,35,15087
13347A,18,2785
13348A,23,3863
13349A,28,8584
13350A,38,19436
13351A,19,2317
13352A,34,11621
13353A,34,11603
13354A,36,20757
13355A,11,1251
13356A,48,39660
13357A,45,37345
13358A,46,38371
13359A,34,15147
13360A,41,27070
13361A,15,1940
13362A,24,5161
13363A,45,34597
13364A,45,33635
13365A,35,16394
13366A,30,8882
13367A,26,8199
13368A,41,21634
13369A,18,2277
13370A,47,41932
13371A,35,14888
13372A,50,52853
13373A,43,26708
13374A,19,2095
13375A,10,542
13376A,44,34409
13377A,39,18014
13378A,35,18707
13379A,28,7332
13380A,20,3398
13381A,39,18565
13382A,40,24285
13383A,37,19554
13384A,10,395
13385A,31,12103
13386A,21,4616
13387A,14,1106
13388A,43,31436
13389A,38,22781
13390A,19,2716
13391A,46,36891
13392A,27,6815
13393A,50,53124
13394A,32,9944
13395A,44,34466
13396A,45,35816
13397A,11,904
13398A,12,480
13399A,23,3664
13400A,17,2774
13401A,37,20682
13402A,29,8350
13403A,46,32194
13404A,26,6776
13405A,18,3105
13406A,12,1226
13407A,29,11212
13408A,36,14701
13409A,38,18505
13410A,19,3044
13411A,15,2411
13412A,31,14448
13413A,45,32417
13414A,13,831
13415A,10,381
13416A,25,4606
13417A,14,1132
13418A,47,36083
13419A,32,12681
13420A,43,24817
13421A,15,2297
13422A,47,33898
13423A,46,39819
13424A,16,1355
13425A,18,2266
13426A,16,1975
13427A,18,1712
13428A,10,322
13429A,20,2344
13430A,17,2762
13431A,10,961
13432A,19,2102
13433A,14,717
13434A,12,1490
13435A,15,1450
13436A,13,1227
13437A,12,394
13438A,18,2785
13439A,10,290
13440A,18,3231
13441A,12,889
13442A,14,1039
13443A,10,402
13444A,12,817
13445A,18,1780
13446A,16,1307
13447A,11,863
13448A,20,3220
13449A,19,2179
13450A,12,1084
13451A,12,573
13452A,11,392
13453A,14,2082
13454A,15,2141
13455A,11,904
13456A,12,429
13457A,10,467
13458A,10,653
13459A,13,927
13460A,14,1479
13461A,18,2011
13462A,16,2464
13463A,12,1470
13464A,18,3046
13465A,18,2114
13466A,15,1774
13467A,20,3900
13468A,14,1956
13469A,20,4132
13470A,12,1324
13471A,10,589
13472A,19,3128
13473A,14,1331
13474A,18,3130
13475A,14,2123
13476A,16,1135
13477A,16,2530
13478A,13,754
13479A,19,1929
13480A,16,2448
13481A,16,2645
13482A,10,380
13483A,19,1987
13484A,11,1067
13485A,14,858
13486A,20,4584
13487A,11,356
13488A,15,1577
13489A,20,3010
13490A,17,1915
13491A,13,1735
13492A,13,734
13493A,16,2652
13494A,27,8952
13495A,17,1520
13496A,29,10246
13497A,25,4988
13498A,35,18330
13499A,12,942
13500A,20,3269
13501A,17,1897
13502A,20,2744
13503A,20,3196
13504A,26,6307
13505A,31,13875
13506A,14,1400
13507A,25,4177
13508A,14,1189
13509A,33,13481
13510A,29,10916
13511A,22,6000
13512A,29,10599
13513A,30,10473
13514A,27,8555
13515A,19,1759
13516A,22,3593
13517A,15,2182
13518A,33,10600
13519A,27,6358
13520A,26,5209
13521A,16,1351
13522A,35,18707
13523A,14,1125
13524A,20,2700
13525A,10,321
13526A,20,2799
13527A,30,7814
13528A,30,9807
13529A,29,8647
13530A,20,4752
13531A,29,7193
13532A,13,1516
13533A,21,4430
13534A,10,751
13535A,13,1274
13536A,25,4759
13537A,12,1187
13538A,11,711
13539A,35,18013
13540A,23,4902
13541A,15,2296
13542A,16,2840
13543A,15,2260
13544A,15,2418
13545A,12,689
13546A,15,877
13547A,20,2299
13548A,29,8514
13549A,18,1476
13550A,10,434
13551A,14,2113
13552A,25,7645
13553A,33,12284
13554A,19,2918
13555A,16,1676
13556A,25,4418
13557A,25,4681
13558A,33,12143
13559A,31,10370
13560A,22,4561
13561A,14,1696
13562A,29,10409
13563A,13,512
13564A,22,5908
13565A,19,3599
13566A,26,7863
13567A,23,3871
13568A,16,1308
13569A,14,2046
13570A,10,699
13571A,30,12143
13572A,13,1602
13573A,17,1440
13574A,18,3253
13575A,22,4410
13576A,15,1708
13577A,26,5120
13578A,32,9722
13579A,25,7178
13580A,24,5419
13581A,16,1599
13582A,19,2474
13583A,16,2566
13584A,18,3348
13585A,24,5265
13586A,32,14326
13587A,22,5991
13588A,34,12789
13589A,14,1416
13590A,31,14410
13591A,26,7609
13592A,29,7266
13593A,32,11243
13594A,30,10569
13595A,18,3516
13596A,15,2276
13597A,17,1744
13598A,26,6389
13599A,32,14747
13600A,36,14815
13601A,37,18034
13602A,37,19471
13603A,20,4282
13604A,25,4813
13605A,35,13856
13606A,18,1624
13607A,20,3069
13608A,13,1776
13609A,22,3556
13610A,33,10913
13611A,13,558
13612A,19,1682
13613A,35,15163
13614A,13,1305
13615A,10,540
13616A,22,5282
13617A,36,17484
13618A,18,1823
13619A,25,7437
13620A,26,7345
13621A,36,15776
13622A,31,10048
13623A,20,2670
13624A,16,2044
13625A,16,2584
13626A,39,22520
13627A,17,3110
13628A,37,18118
13629A,30,10067
13630A,24,7372
13631A,16,1076
13632A,26,5818
13633A,24,4014
13634A,29,9222
13635A,31,13965
13636A,42,29851
13637A,28,8951
13638A,22,6024
13639A,50,45942
13640A,33,12470
13641A,41,21835
13642A,42,27732
13643A,48,46009
13644A,20,2851
13645A,34,14497
13646A,29,9977
13647A,30,8120
13648A,13,484
13649A,44,26605
13650A,41,24805
13651A,16,2631
13652A,17,2748
13653A,12,557
13654A,12,1186
13655A,29,9869
13656A,28,6902
13657A,13,1073
13658A,41,21956
13659A,43,31350
13660A,45,32780
13661A,17,2157
13662A,44,29416
13663A,48,36751
13664A,24,5587
13665A,16,1579
13666A,38,19158
13667A,12,926
13668A,48,38133
13669A,28,6570
13670A,23,6034
13671A,12,891
13672A,19,2925
13673A,41,26957
13674A,32,13235
13675A,25,7357
13676A,20,4494
13677A,21,3413
13678A,36,19548
13679A,11,1129
13680A,14,1696
13681A,24,7264
13682A,13,991
13683A,50,45319
13684A,24,6998
13685A,49,46756
13686A,17,2671
13687A,24,7467
13688A,26,4699
13689A,36,15326
13690A,29,8797
13691A,37,19402
13692A,13,1795
13693A,43,28016
13694A,22,5092
13695A,49,44060
13696A,40,26867
13697A,50,52896
13698A,19,1660
13699A,13,1521
13700A,28,7923
13701A,12,913
13702A,45,32620
13703A,13,797
13704A,37,17229
13705A,34,12487
13706A,23,3512
13707A,25,6500
13708A,41,26778
13709A,15,2351
13710A,34,16759
13711A,40,25871
13712A,41,21043
13713A,31,9575
13714A,19,3614
13715A,31,8451
13716A,14,654
13717A,49,42389
13718A,29,10811
13719A,49,42738
13720A,18,1682
13721A,34,17925
13722A,27,6692
13723A,48,45476
13724A,10,890
13725A,19,2487
13726A,48,43429
13727A,43,30967
13728A,49,51379
13729A,10,993
13730A,37,19022
13731A,27,8183
13732A,25,7270
13733A,43,34089
13734A,50,40882
13735A,46,40303
13736A,27,8015
13737A,10,327
13738A,44,37455
13739A,11,533
13740A,41,28033
13741A,27,8510
13742A,14,1781
13743A,44,30975
13744A,33,11145
13745A,12,823
13746A,31,12462
13747A,43,25450
13748A,49,42407
13749A,47,41964
13750A,25,6142
13751A,22,5298
13752A,40,26886
13753A,20,3941
13754A,50,50042
13755A,28,9821
13756A,31,14314
13757A,21,4988
13758A,50,43403
13759A,42,28789
13760A,40,21843
13761A,15,1935
13762A,21,5373
13763A,14,2030
13764A,15,2451
13765A,14,1751
13766A,18,1469
13767A,50,42231
13768A,40,24227
13769A,35,17096
13770A,23,5677
13771A,47,33369
13772A,35,14136
13773A,38,20622
13774A,38,20377
13775A,15,1196
13776A,25,6734
13777A,42,27489
13778A,25,4829
13779A,37,21169
13780A,40,19677
13781A,39,25191
13782A,18,3510
13783A,42,24530
13784A,34,15275
13785A,20,3825
13786A,27,7800
13787A,24,6815
13788A,48,39137
13789A,25,4197
13790A,44,36510
13791A,30,12007
13792A,10,250
13793A,33,16801
13794A,45,30083
13795A,37,20148
13796A,31,14377
13797A,27,7187
13798A,25,6029
13799A,50,40549
13800A,35,17242
13801A,30,12580
13802A,21,3973
13803A,28,10109
13804A,48,46982
13805A,25,5381
13806A,22,3373
13807A,24,6005
13808A,16,1824
13809A,46,34139
13810A,22,3574
13811A,17,3056
13812A,36,19474
13813A,35,18851
13814A,13,1108
13815A,34,11306
13816A,14,1298
13817A,35,16624
13818A,41,21608
13819A,22,5816
13820A,40,23857
13821A,50,43679
13822A,46,34409
13823A,17,2131
13824A,42,27034
13825A,18,3516
13826A,45,29615
13827A,34,11378
13828A,31,8820
13829A,45,35755
13830A,35,15986
13831A,12,946
13832A,33,10402
13833A,26,5936
13834A,30,10530
13835A,28,10838
13836A,35,15409
13837A,49,47633
13838A,30,8921
13839A,35,16888
13840A,10,362
13841A,29,8986
13842A,42,23572
13843A,15,2043
13844A,49,44733
13845A,37,22332
13846A,44,30678
13847A,16,2618
13848A,11,451
13849A,27,7398
13850A,40,28585
13851A,11,521
13852A,35,14337
13853A,45,39371
13854A,15,1759
13855A,11,741
13856A,11,1236
13857A,20,3730
13858A,10,840
13859A,18,2828
13860A,13,676
13861A,15,1415
13862A,12,899
13863A,12,1152
13864A,17,2172
13865A,12,1265
13866A,19,3555
13867A,14,1967
13868A,16,1983
13869A,17,2577
13870A,11,1132
13871A,18,2973
13872A,20,2391
13873A,19,3507
13874A,11,318
13875A,13,1171
13876A,11,363
13877A,10,606
13878A,20,3459
13879A,15,1139
13880A,17,1554
13881A,11,603
13882A,17,2160
13883A,17,3065
13884A,13,1194
13885A,16,1309
13886A,18,2405
13887A,12,1420
13888A,11,483
13889A,11,1127
13890A,15,2295
13891A,19,3615
13892A,20,4322
13893A,19,3000
13894A,15,1173
13895A,19,2322
13896A,14,1624
13897A,16,2090
13898A,14,1161
13899A,20,4260
13900A,19,2719
13901A,15,897
13902A,15,1589
13903A,20,3255
13904A,20,3503
13905A,11,1216
13906A,16,1043
13907A,11,347
13908A,16,994
13909A,17,1934
13910A,13,1639
13911A,17,3243
13912A,17,3054
13913A,18,3445
13914A,15,1746
13915A,12,950
13916A,15,1791
13917A,20,3326
13918A,17,1829
13919A,20,4089
13920A,14,1598
13921A,10,714
13922A,28,7375
13923A,27,6447
13924A,30,10866
13925A,11,576
13926A,31,9216
13927A,11,533
13928A,21,3170
13929A,30,12888
13930A,11,1247
13931A,14,976
13932A,19,2888
13933A,12,997
13934A,31,13865
13935A,27,6432
13936A,25,6826
13937A,19,2985
13938A,33,14187
13939A,28,8964
13940A,24,6717
13941A,16,1067
13942A,21,3675
13943A,14,876
13944A,31,13156
13945A,34,18091
13946A,20,2352
13947A,29,11953
13948A,31,9452
13949A,19,2108
13950A,33,14536
13951A,22,4452
13952A,29,11577
13953A,17,2933
13954A,12,1383
13955A,26,4727
13956A,25,8091
13957A,28,6936
13958A,19,2173
13959A,11,967
13960A,33,11485
13961A,31,11772
13962A,26,7160
13963A,15,2168
13964A,31,13217
13965A,29,11840
13966A,29,8748
13967A,24,6329
13968A,20,4729
13969A,12,442
13970A,22,5533
13971A,23,3682
13972A,17,1140
13973A,10,696
13974A,35,16745
13975A,19,3433
13976A,18,2911
13977A,20,3017
13978A,34,11965
13979A,15,773
13980A,26,7760
13981A,14,1083
13982A,21,4779
13983A,16,2828
13984A,16,2595
13985A,34,11719
13986A,15,2470
13987A,12,1289
13988A,15,1853
13989A,31,10789
13990A,11,579
13991A,26,5379
13992A,31,11863
13993A,16,1926
13994A,27,8827
13995A,22,5471
13996A,28,6773
13997A,10,294
13998A,28,10222
13999A,27,7952
14000A,19,2656
14001A,30,8673
14002A,16,975
14003A,29,9634
14004A,24,5553
14005A,11,320
14006A,33,10236
14007A,30,11963
14008A,16,2191
14009A,13,1240
14010A,35,16672
14011A,21,5196
14012A,35,14929
14013A,14,947
14014A,35,16288
14015A,11,982
14016A,28,10668
14017A,20,2134
14018A,25,5891
14019A,33,15413
14020A,11,984
14021A,26,7461
14022A,31,10697
14023A,26,7112
14024A,22,3213
14025A,37,21162
14026A,25,8029
14027A,16,2741
14028A,15,1171
14029A,10,655
14030A,15,2442
14031A,35,13969
14032A,39,20532
14033A,15,854
14034A,27,6901
14035A,30,11774
14036A,36,18493
14037A,28,7887
14038A,20,2206
14039A,29,11324
14040A,31,11724
14041A,24,4347
14042A,24,3676
14043A,34,12635
14044A,27,6631
14045A,40,21077
14046A,23,6041
14047A,15,2205
14048A,21,2450
14049A,24,5686
14050A,29,10087
14051A,28,6766
14052A,11,1017
14053A,19,3348
14054A,23,4921
14055A,35,17512
14056A,30,9075
14057A,16,2398
14058A,38,20719
14059A,29,11166
14060A,37,21334
14061A,40,28451
14062A,26,6895
14063A,49,43141
14064A,15,2140
14065A,40,19519
14066A,13,790
14067A,10,792
14068A,14,881
14069A,31,13876
14070A,28,10749
14071A,20,2144
14072A,40,27265
14073A,32,14316
14074A,24,5556
14075A,25,4411
14076A,31,13516
14077A,30,7747
14078A,16,1480
14079A,38,22113
14080A,42,22734
14081A,42,30287
14082A,27,9305
14083A,11,299
14084A,39,26613
14085A,31,8667
14086A,15,848
14087A,23,6536
14088A,32,9747
14089A,36,16024
14090A,23,6336
14091A,39,25416
14092A,49,46495
14093A,32,9350
14094A,24,4262
14095A,41,29749
14096A,14,1877
14097A,12,767
14098A,35,16831
14099A,31,14175
14100A,42,31678
14101A,40,20073
14102A,24,5671
14103A,25,4099
14104A,16,2545
14105A,37,18454
14106A,35,17547
14107A,39,21577
14108A,28,8996
14109A,17,3199
14110A,30,8784
14111A,14,1047
14112A,46,36058
14113A,27,5683
14114A,42,25641
14115A,36,20198
14116A,46,35625
14117A,41,29165
14118A,50,53809
14119A,11,282
14120A,40,25749
14121A,10,1026
14122A,27,9086
14123A,21,4305
14124A,47,34652
14125A,13,1803
14126A,36,14298
14127A,45,29331
14128A,25,5490
14129A,16,2620
14130A,16,2340
14131A,17,1680
14132A,36,14717
14133A,35,13134
14134A,13,1748
14135A,34,13480
14136A,29,11999
14137A,43,29089
14138A,10,225
14139A,46,32584
14140A,18,2646
14141A,31,14227
14142A,12,1248
14143A,32,11561
14144A,38,17284
14145A,13,1743
14146A,16,1496
14147A,43,24832
14148A,39,18591
14149A,20,1967
14150A,28,9518
14151A,33,13338
14152A,33,12164
14153A,49,50763
14154A,22,3756
14155A,33,16549
14156A,30,7716
14157A,25,5704
14158A,29,10518
14159A,22,5014
14160A,32,11762
14161A,11,866
14162A,41,28686
14163A,40,21908
14164A,38,21336
14165A,23,5101
14166A,23,4801
14167A,43,28269
14168A,42,31448
14169A,49,50636
14170A,13,599
14171A,15,879
14172A,48,38824
14173A,32,13613
14174A,24,3694
14175A,24,5923
14176A,23,6716
14177A,35,13786
14178A,24,5474
14179A,29,11500
14180A,31,9302
14181A,19,2739
14182A,23,5358
14183A,29,8628
14184A,48,40728
14185A,26,7180
14186A,18,1727
14187A,34,18196
14188A,36,20097
14189A,38,21455
14190A,29,7300
14191A,50,46739
14192A,20,3105
14193A,11,661
14194A,25,6767
14195A,11,483
14196A,12,1459
14197A,23,3506
14198A,34,16539
14199A,34,17682
14200A,41,24684
14201A,29,10369
14202A,12,935
14203A,13,1016
14204A,45,30108
14205A,11,1209
14206A,42,26190
14207A,24,5842
14208A,48,41286
14209A,26,8337
14210A,38,24178
14211A,21,2307
14212A,42,23190
14213A,28,7223
14214A,27,10057
14215A,37,15415
14216A,17,3268
14217A,43,24548
14218A,30,11349
14219A,33,12593
14220A,26,7862
14221A,29,9716
14222A,33,11126
14223A,11,928
14224A,13,811
14225A,16,2180
14226A,43,27436
14227A,30,10522
14228A,49,42900
14229A,38,17753
14230A,45,39270
14231A,34,16594
14232A,29,6826
14233A,34,14802
14234A,39,19246
14235A,23,5012
14236A,21,3482
14237A,12,924
14238A,36,15925
14239A,23,4213
14240A,32,11937
14241A,41,28456
14242A,38,17716
14243A,19,1765
14244A,48,43471
14245A,29,10692
14246A,37,16535
14247A,46,39827
14248A,11,800
14249A,41,30669
14250A,35,13579
14251A,20,3755
14252A,40,19360
14253A,33,13379
14254A,12,894
14255A,20,4629
14256A,29,9116
14257A,35,19312
14258A,34,16835
14259A,28,8449
14260A,34,15036
14261A,35,15965
14262A,36,20753
14263A,50,45935
14264A,20,4588
14265A,41,21649
14266A,23,4872
14267A,39,22922
14268A,25,5414
14269A,26,7300
14270A,46,42673
14271A,26,8726
14272A,49,44507
14273A,23,4397
14274A,17,2526
14275A,45,32696
14276A,24,4943
14277A,15,2167
14278A,48,46597
14279A,13,670
14280A,31,10140
14281A,19,2493
14282A,47,44325
14283A,28,10948
14284A,16,1079
14285A,17,1845
14286A,13,1637
14287A,14,1869
14288A,16,1409
14289A,11,817
14290A,20,3579
14291A,16,2701
14292A,10,788
14293A,18,3292
14294A,19,2607
14295A,19,3509
14296A,18,3740
